Audio_Song,Lyric_Song,Arousal,Valence,Quadrant,Emotion,EnhancedEmotion,lyric_id,word_count,unique_word_count,lexical_diversity,avg_word_length,line_count,avg_words_per_line,positive_word_ratio,negative_word_ratio,sentiment_ratio,top_word_1,top_word_1_count,top_word_2,top_word_2_count,top_word_3,top_word_3_count,top_word_4,top_word_4_count,top_word_5,top_word_5_count,repetition_ratio,repeated_words_count,repeated_phrases_count,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,rolloff_mean,flatness_mean,contrast_mean,zcr_mean,tempo,rms_mean,rms_std,beat_strength,low_energy_ratio,energy_entropy,brightness,warmth,activity,harmonic_energy_ratio,harmonicity
MT0002291660,MT0002291660,0.5800000000000001,0.2475,Q2,Disgust,Aggressive,MT0002291660,182,56,0.3076923076923077,3.802197802197802,29,6.275862068965517,0.0219780219780219,0.0219780219780219,0.8,born,8,us,8,re,8,people,4,fear,4,0.6923076923076923,44,8,-67.2837,45.780865,103.27795,18.059828,-60.63403,11.729378,64.216736,13.363153,-41.78391,11.729147,47.745518,10.89326,-36.331882,10.481212,27.993822,8.527467,-10.38936,8.88138,11.032824,7.0517135,-8.373842,6.7863255,0.83807516,5.150515,-2.4455593,5.8534646,0.53206974,0.28189301,0.47570404,0.2592092,0.44334635,0.26290357,0.50057065,0.24101283,0.65516675,0.28520826,0.48810554,0.27408472,0.36804274,0.23015621,0.38506356,0.22539221,0.49179238,0.25213882,0.50312847,0.28813013,0.42697015,0.23347849,0.51848847,0.27772292,2806.9672616684275,486.8870833018319,2173.9988567170176,5491.334029796512,0.0014413027,23.38737545811913,0.1858644470687984,[86.1328125],0.13019554,0.03173171,1.0956876,0.3880494,10.276405,0.17053522,0.4237382,[0.0934509],0.4817972,2.7222767
MT0002298774,MT0002298774,0.57125,0.36875,Q2,Aggressive,Aggressive,MT0002298774,266,176,0.6616541353383458,4.7631578947368425,35,7.6,0.0037593984962406,0.0075187969924812,0.3333333333333333,but,2,from,2,leave,2,still,2,into,2,0.3383458646616541,19,0,56.413216,68.38593,43.472263,13.843032,-6.909532,14.362254,39.86823,12.539883,6.969534,8.01275,20.113943,7.8117228,4.1911864,6.2690625,14.3983755,6.829028,1.8208365,5.685821,8.26513,5.2937126,-0.6470873,5.334054,6.345084,5.184507,-3.8978148,5.023758,0.7307472,0.22928435,0.62555444,0.18964344,0.58676773,0.20310785,0.5366967,0.21603113,0.50252837,0.18909746,0.4902271,0.1909221,0.64126253,0.24440876,0.73259175,0.2186881,0.651406,0.21179698,0.5478723,0.18740897,0.5484133,0.18350555,0.64288354,0.19264106,3443.8096035027697,415.0475584830007,2763.258419342169,6714.834396315064,0.07606977,20.86958765751462,0.1951473460477941,[112.34714674],0.35479203,0.11149814,1.1046063,0.32846043,10.237539,0.24299407,0.39103124,[0.3321656],0.5094145,3.3277745
MT0002316145,MT0002316145,0.54375,0.36875,Q2,Aggressive,Aggressive,MT0002316145,744,283,0.3803763440860215,3.439516129032258,90,8.266666666666667,0.0067204301075268,0.0094086021505376,0.625,don,15,man,13,but,12,just,10,know,8,0.6196236559139785,99,0,-114.36359,77.005554,74.9051,39.57696,-5.3818316,35.34294,35.36855,22.179405,1.6297305,14.6356735,7.5793285,12.474231,-2.872383,11.34341,12.834574,10.7321205,-6.5758595,11.160212,4.160318,10.543154,-4.498332,9.785652,3.674067,9.102966,0.188701,8.357918,0.53305435,0.26317397,0.507027,0.26733828,0.50247204,0.2705068,0.5238355,0.2859758,0.5041652,0.28073332,0.54628885,0.31989494,0.4854049,0.27056164,0.46224812,0.256835,0.51253533,0.2748582,0.5499775,0.28048608,0.5829732,0.2812241,0.5777974,0.27230296,2829.96835429233,1081.4479196742243,2515.8864154372404,5654.315809125871,0.050332047,21.002122912176,0.1516959836977554,[92.28515625],0.09671839,0.04403619,1.8898431,0.42213118,10.179735,0.20631772,0.3743417,[0.0743806],0.25411186,0.52798516
MT0002337555,MT0002337555,0.50625,0.29375,Q2,Anger/Fear,Anger/Fear,MT0002337555,77,43,0.5584415584415584,4.714285714285714,22,3.5,0.0,0.0,0.0,middle,6,class,6,revolt,6,into,3,everything,2,0.4415584415584415,19,1,-62.46719,38.43545,77.61299,14.631782,-2.010469,9.91334,33.356255,10.58766,4.768365,10.007306,15.947963,8.199416,-6.3048534,8.921682,5.0327196,6.875293,-4.055556,7.5020227,5.2874002,7.106269,-8.001645,7.02364,-0.14740132,6.2912035,-4.2411323,6.333656,0.59900963,0.26923296,0.47550356,0.23006636,0.4574318,0.24895614,0.4216957,0.21852128,0.51391613,0.26016146,0.4224126,0.23373733,0.37358168,0.24731226,0.3831118,0.23489136,0.47096398,0.2153039,0.7356465,0.27251172,0.5392302,0.20831616,0.58056617,0.2624875,2668.9206963068077,432.4899335381435,2654.550834338545,5836.564707091718,0.035323825,20.65512463370817,0.1265317367695433,[117.45383523],0.120822184,0.03115797,1.1885428,0.47543395,10.283038,0.17593834,0.34520134,[0.11825857],0.39006072,1.538355
MT0002342346,MT0002342346,0.58,0.39,Q2,Intense,Intense,MT0002342346,341,80,0.2346041055718475,3.533724340175953,48,7.104166666666667,0.0,0.0058651026392961,0.0,hold,15,let,14,take,12,back,12,just,11,0.7653958944281525,46,4,-43.559643,78.86636,69.62126,25.748482,7.434158,18.694118,41.675484,14.731578,7.211116,12.30443,13.815654,9.861636,-2.0182369,10.469205,7.1324983,9.813499,-3.7930171,9.297764,7.6835356,10.179873,-3.8275573,8.622731,4.7770276,9.11068,-4.586241,7.520647,0.34702152,0.23984663,0.3646225,0.28679907,0.35264048,0.24375434,0.42701796,0.29513872,0.37795958,0.2721908,0.370017,0.2612799,0.48197898,0.30467844,0.5650505,0.27962476,0.68351394,0.298916,0.5006129,0.24288571,0.4182124,0.26855245,0.4059249,0.29659835,2733.670441787636,795.9259807037267,2688.1325390260567,5885.55607751427,0.03531443,22.171507053452643,0.119703357802825,[83.35433468],0.22644114,0.096397005,1.4092216,0.4693769,10.174593,0.19485816,0.3259337,[0.15729042],0.45780987,1.90326
MT0002372242,MT0002372242,0.58,0.36125,Q2,Aggressive,Aggressive,MT0002372242,791,248,0.3135271807838179,3.6877370417193434,89,8.887640449438202,0.0012642225031605,0.0063211125158027,0.1666666666666666,nigga,26,motherfucking,15,that,14,gun,14,who,13,0.6864728192161821,101,5,-38.25998,74.29266,50.48266,26.014069,8.431898,25.287016,34.11049,16.070782,-0.7796541,15.06732,9.340361,10.526728,4.1250515,10.537176,12.8715925,9.311685,-7.5582557,9.368672,9.221833,7.830254,-1.495234,7.601383,7.1041255,7.645487,1.0920134,7.245776,0.57947135,0.28499717,0.57056266,0.2920006,0.5244667,0.26970106,0.45833302,0.2769062,0.4231898,0.26105335,0.42018476,0.26469567,0.4832344,0.2896314,0.5757643,0.28845957,0.53495413,0.26145133,0.5253323,0.26640937,0.5294293,0.28193334,0.5367002,0.2761194,3274.369180596856,806.0563859388948,2809.937434976519,6664.918943039663,0.055373058,21.594740999170224,0.1742830713004267,[172.265625],0.19143105,0.07633231,1.6105179,0.38322923,10.205137,0.2526063,0.35317305,[0.27480824],0.34871683,1.1148022
MT0002379942,MT0002379942,0.50625,0.29375,Q2,Aggressive,Aggressive,MT0002379942,131,92,0.7022900763358778,4.496183206106871,31,4.225806451612903,0.0,0.0458015267175572,0.0,soul,3,pain,3,forever,3,as,3,will,2,0.2977099236641221,17,0,-35.021275,58.49404,105.03302,15.670953,-80.364365,16.156006,74.3311,10.694457,-25.796955,9.978636,29.483368,16.24867,-16.972736,12.665752,26.58966,13.0197115,-10.215023,12.890356,14.9289875,10.0448475,-0.3689617,6.7887983,1.7744012,5.4739127,3.483561,5.155776,0.6661722,0.2208669,0.65083706,0.23635983,0.65493804,0.21350263,0.73236305,0.23637332,0.54461086,0.21008965,0.49960688,0.21719806,0.58963287,0.2096392,0.7502255,0.23764834,0.6449432,0.21890591,0.5301131,0.2047915,0.4955771,0.18391202,0.5563663,0.20406297,2461.298559140407,285.79725215874066,1802.0402628709744,4350.435662725169,0.0011966629,22.741477163561445,0.1786141365197054,[151.99908088],0.20489125,0.075168505,1.108944,0.378182,10.180349,0.08578526,0.561671,[0.25952735],0.40252683,1.8202225
MT0002396250,MT0002396250,0.5462499999999999,0.3087499999999999,Q2,Aggressive,Aggressive,MT0002396250,144,77,0.5347222222222222,3.8194444444444446,36,4.0,0.0,0.0069444444444444,0.0,see,8,well,4,up,4,oh,4,think,3,0.4652777777777778,30,2,-121.89167,50.433132,107.52694,14.759991,-56.01874,11.946435,99.95501,12.106766,-7.1361613,10.898068,32.344025,10.055451,-28.729004,8.772596,19.810568,9.642164,-5.900731,7.5821385,11.861205,7.427527,-1.9921705,6.259245,7.708669,6.7043905,-2.1115093,5.98687,0.5038323,0.25615957,0.55405563,0.24899554,0.6455442,0.252247,0.55936986,0.21427514,0.6297024,0.25737005,0.5772935,0.25044313,0.52342016,0.25403357,0.4928287,0.2685367,0.4449877,0.25649804,0.35216525,0.21968344,0.39613187,0.2285179,0.49094334,0.29341152,2209.355995709581,289.47893438998926,1893.05497525255,4298.854513450136,0.0010331095,24.04039583189049,0.1276578295101088,[172.265625],0.11425972,0.032079056,1.162377,0.42704087,10.257257,0.07065668,0.4915996,[0.16402518],0.552387,3.4035885
MT0002399275,MT0002399275,0.54875,0.27625,Q2,Aggressive,Aggressive,MT0002399275,135,75,0.5555555555555556,3.274074074074074,24,5.625,0.0,0.0,0.0,no,4,money,3,pay,3,ain,3,that,3,0.4444444444444444,33,4,-9.215945,68.87286,60.532375,18.671282,-21.853373,16.269638,63.57189,21.966206,10.10465,10.422037,6.796937,7.364815,-1.4862541,8.3105345,9.578043,7.2208877,-5.4681277,7.4398775,-2.6925583,7.6014295,-0.1912707,6.999498,3.3940346,6.164557,-7.1185336,5.9352036,0.49675813,0.2329059,0.4497892,0.20509204,0.5088724,0.24044216,0.55035436,0.22702792,0.7392949,0.25569484,0.6563199,0.24469529,0.49628437,0.24777658,0.45318472,0.23057084,0.49631172,0.23055471,0.46948498,0.23182438,0.47092456,0.22277267,0.59088904,0.2751921,2844.532592917769,455.7477690042463,2327.460004425367,5306.91790979344,0.047688752,21.144483970121858,0.1770488160313467,[117.45383523],0.20288755,0.042683773,1.2434512,0.3435768,10.293793,0.14029932,0.48494354,[0.19858267],0.3386415,1.3570496
MT0002460914,MT0002460914,0.54375,0.3175,Q2,Aggressive,Aggressive,MT0002460914,552,217,0.3931159420289855,3.773550724637681,56,9.857142857142858,0.0018115942028985,0.0018115942028985,0.5,niggas,35,knockin,30,out,17,just,16,off,15,0.6068840579710145,75,1,-49.08628,64.25532,63.77117,26.819761,17.399347,25.254633,25.156399,17.157827,6.1136937,14.510927,15.736567,11.601191,0.66140234,12.212689,10.784171,10.165033,-0.11673345,9.073017,7.182944,9.537149,2.7418873,9.372123,7.5698104,7.8398237,3.805564,8.117521,0.46274686,0.305706,0.5328234,0.24588649,0.6136278,0.24596962,0.6301241,0.27510932,0.6506103,0.32591808,0.604774,0.30095702,0.45574233,0.25739527,0.350492,0.2710765,0.30685353,0.25858566,0.34116656,0.27263457,0.44007424,0.3341895,0.45503968,0.3111232,2958.8516784885337,932.1539254240948,2902.0896287415144,6434.427758562307,0.0400105,20.90513843295196,0.1069230118034055,[89.10290948],0.23223476,0.08225422,1.808122,0.46145892,10.240458,0.26333392,0.26748323,[0.17243994],0.56471807,2.5498383
MT0002479795,MT0002479795,0.555625,0.3087499999999999,Q2,Intense,Intense,MT0002479795,427,185,0.4332552693208431,3.8665105386416863,57,7.491228070175438,0.0070257611241217,0.0163934426229508,0.375,jungle,10,these,8,one,6,this,6,ve,5,0.5667447306791569,82,9,-20.653133,62.675785,68.64302,24.044596,10.820923,21.435278,23.903215,11.534742,14.225547,13.114161,7.5248666,11.888405,-0.020914037,9.978631,10.711774,9.680344,-6.1829004,9.177486,5.6978426,7.874908,-3.1977243,7.134857,3.7191756,7.0432763,-1.7511184,6.3619046,0.32039437,0.23694554,0.41033614,0.2710485,0.5174684,0.30287045,0.4534858,0.29225743,0.39468402,0.27383864,0.4341263,0.28197968,0.50691247,0.29219836,0.41971567,0.2880344,0.3907213,0.28794786,0.43526953,0.27113494,0.5592834,0.3246058,0.37045875,0.25014699,2997.951219395384,862.3536298931539,2886.1654104918,6583.435190868083,0.043308802,22.36114425901383,0.1400747387770897,[95.703125],0.23031522,0.07405548,1.4158484,0.44735113,10.244294,0.24708731,0.32305348,[0.18368239],0.41525766,1.4731793
MT0002549944,MT0002549944,0.586875,0.3087499999999999,Q2,Aggressive,Aggressive,MT0002549944,665,234,0.3518796992481203,3.583458646616541,73,9.10958904109589,0.0090225563909774,0.0090225563909774,0.8571428571428571,cut,8,hand,8,just,7,hands,7,can,6,0.6481203007518797,98,11,-64.58542,87.74616,89.365524,39.96117,20.664982,28.777906,41.5541,19.053919,14.306132,17.112183,14.967672,12.95923,2.560269,11.507029,9.40342,9.746884,-2.580779,10.560879,3.2554784,9.076074,-1.6455404,8.276258,5.7532697,6.787377,-2.6072273,6.8449264,0.544213,0.31328854,0.60883945,0.33432224,0.5937246,0.33943978,0.4513591,0.3070371,0.31031582,0.22705252,0.3476025,0.31414396,0.22629094,0.20021158,0.20292205,0.1916556,0.27450955,0.24766023,0.3319416,0.30672574,0.3738254,0.30158487,0.46578383,0.29634294,2149.5052913519257,1137.9141316059242,2448.611254267528,4582.79728845177,0.021964835,21.00307566261966,0.0835059198432662,[184.5703125],0.33526692,0.16337888,1.8644483,0.5901202,10.137268,0.1572383,0.25498897,[0.51566933],0.53788364,2.4770436
MT0002602057,MT0002602057,0.579375,0.330625,Q2,Aggressive,Aggressive,MT0002602057,148,91,0.6148648648648649,3.256756756756757,23,6.434782608695652,0.0135135135135135,0.0,2.0,ll,4,teen,3,idol,3,can,3,make,3,0.3851351351351351,22,0,-108.19076,77.337234,124.96405,16.129023,-43.49555,24.870869,57.517757,8.980723,-13.671633,14.268102,23.474785,8.138225,-14.254411,8.842279,16.550415,7.4486237,-15.435967,6.710957,7.7477193,6.9484534,9.690503,6.3368263,5.1733875,6.044301,5.7544055,6.330185,0.26551864,0.23417215,0.41712216,0.30223417,0.614342,0.34157065,0.66323686,0.2953353,0.53122014,0.31389505,0.3377645,0.24804352,0.29426262,0.2405517,0.23739676,0.21277569,0.25351748,0.21752718,0.29523942,0.25298968,0.25139847,0.20485015,0.24138586,0.21811627,1779.5307162813883,384.9644167020337,1735.6801974126222,3550.741733284884,0.0009840397,22.09849353615532,0.097551023498062,[99.38401442],0.124102004,0.04894233,1.1042325,0.5802929,10.211217,0.06421243,0.43098745,[0.10278129],0.49596667,2.905996
MT0002621498,MT0002621498,0.56,0.3225,Q2,Aggressive,Aggressive,MT0002621498,302,146,0.4834437086092715,4.930463576158941,39,7.743589743589744,0.0033112582781456,0.0132450331125827,0.2,this,7,that,5,landscape,4,without,4,into,4,0.5165562913907285,69,11,47.52039,64.637566,47.516037,10.60871,5.0231423,18.502987,33.030567,9.222588,8.397882,8.34918,13.3819475,7.4504814,2.9799945,8.491288,8.05154,6.4039865,1.8948494,6.0765347,8.914425,5.5132856,2.0495226,5.258806,9.73746,5.935195,-2.7800033,6.3561068,0.5510157,0.2189191,0.63618314,0.21063548,0.7157425,0.21923484,0.66213363,0.20022456,0.6748375,0.22432008,0.5559815,0.22305572,0.4825471,0.23981006,0.4549116,0.25875646,0.5463737,0.17968993,0.6788354,0.23987366,0.5287178,0.17898428,0.49917746,0.18124153,3469.169024249709,355.6714178210729,2962.354842233298,7161.648361158814,0.07342925,20.910102680343524,0.1712808992840557,[135.99917763],0.34802577,0.10739087,1.0472447,0.35612845,10.240536,0.25488105,0.3574028,[0.39442682],0.6057437,4.828379
MT0002655864,MT0002655864,0.57875,0.35,Q2,Aggressive,Aggressive,MT0002655864,496,150,0.3024193548387097,3.8971774193548394,63,7.873015873015873,0.0,0.0362903225806451,0.0,tha,41,fear,18,turn,17,radio,12,nah,12,0.6975806451612904,75,10,-76.41037,102.07308,73.41065,33.403023,-14.151391,25.160725,31.871199,17.65572,1.296867,17.368322,6.249088,13.399683,1.8338969,12.466954,-0.3339532,9.983027,1.2970507,10.969748,8.198097,7.7733884,-1.4663717,8.874094,4.904439,7.851246,-7.1634064,7.1518803,0.4880869,0.29037064,0.5391451,0.3180541,0.4620686,0.26224914,0.36793733,0.2285119,0.39450866,0.261412,0.45323288,0.26657292,0.52281815,0.29535583,0.5172882,0.29669252,0.48001742,0.28005585,0.5406747,0.3051805,0.50170916,0.28938168,0.46654668,0.30690238,2681.38134437775,809.279593393995,2450.3560122896693,5323.734474772639,0.041365627,21.339200669115087,0.1465943516592492,[107.66601562],0.16181546,0.09071765,1.7990749,0.47175485,10.074379,0.14716823,0.40525705,[0.14518355],0.26787746,0.6260844
MT0002701422,MT0002701422,0.50625,0.29375,Q2,Aggressive,Aggressive,MT0002701422,148,99,0.668918918918919,4.628378378378378,29,5.103448275862069,0.0337837837837837,0.0067567567567567,2.5,beyond,5,good,4,evil,4,from,2,man,2,0.3310810810810811,18,1,-6.66305,45.776527,100.52224,14.421476,-59.450638,12.464215,77.3548,10.316778,-51.291595,9.724564,39.717213,11.737933,-17.957497,14.634371,26.308357,9.46034,-17.11814,11.009527,20.81571,6.8455625,0.2340324,7.2963295,5.2894583,5.997549,2.96312,5.6742415,0.5383834,0.23837213,0.55572706,0.2293746,0.55327225,0.21740149,0.5447736,0.22299398,0.591689,0.24470045,0.58879393,0.22971618,0.58623755,0.20743196,0.741107,0.23059006,0.72360003,0.2285088,0.6212351,0.22374305,0.5860988,0.21948366,0.5473573,0.20858678,2810.9561870603065,325.9925611230393,2104.338755262471,5236.297238100866,0.0014703282,22.574999994987557,0.2030546346287818,[80.74951172],0.24286161,0.06629004,1.0279573,0.38242024,10.231383,0.13504691,0.4602511,[0.16342464],0.4091232,1.7654321
MT0002711792,MT0002711792,0.50625,0.29375,Q2,Aggressive,Aggressive,MT0002711792,97,65,0.6701030927835051,4.515463917525773,21,4.619047619047619,0.0,0.0,0.0,lies,3,inside,2,only,2,one,2,can,2,0.3298969072164948,20,1,4.0651464,56.080696,62.976273,14.420221,-32.688652,12.522258,31.9686,10.709625,6.211117,9.1213255,7.547253,7.8648515,3.6353133,8.301913,10.551895,9.74442,-3.167031,7.2090716,10.033854,7.8841314,1.919462,6.452588,7.1255364,6.306879,-1.7439233,5.4528136,0.64449334,0.22625175,0.64467686,0.23083596,0.62818617,0.23012224,0.71339095,0.23028879,0.6582034,0.20777701,0.6385792,0.21017127,0.6901121,0.2074352,0.75419706,0.22644374,0.6108655,0.21090202,0.53966784,0.19898379,0.51044315,0.19597402,0.5619362,0.2091741,2883.9794811684937,369.5439946898962,2429.366634439802,5470.225255629595,0.0562588,20.21732113037222,0.1821617858697755,[123.046875],0.1988823,0.058817245,1.1697073,0.37621933,10.254603,0.15402077,0.5061272,[0.20393204],0.37732595,1.6756741
MT0002737189,MT0002737189,0.5562499999999999,0.340625,Q2,Aggressive,Aggressive,MT0002737189,170,49,0.288235294117647,3.2705882352941176,22,7.727272727272727,0.0,0.0,0.0,time,15,got,8,ain,7,nobody,6,livin,6,0.711764705882353,38,6,-53.503246,53.2253,96.718414,18.333963,5.4080234,11.2693815,26.159744,9.9947815,1.4448436,5.6237235,15.47979,5.523501,-0.73331743,5.5389214,6.281458,4.927321,-1.2450942,5.0653386,6.3571277,4.491659,-4.61707,4.5868015,-1.1875386,4.42173,-5.8778396,4.405909,0.43697774,0.2501407,0.4846901,0.2616265,0.51111585,0.27998763,0.489103,0.23091935,0.5849412,0.30641004,0.6202255,0.26368538,0.47644594,0.23349951,0.49569768,0.29342914,0.44890687,0.2313537,0.4374085,0.23872237,0.45172355,0.24498425,0.4950714,0.28278393,2242.802891436907,456.2027181776368,2563.8780905006656,5259.126532114697,0.018707393,21.33884041055172,0.0879658324061532,[107.66601562],0.16339007,0.050099384,1.0944973,0.58552724,10.255444,0.14736676,0.2881159,[0.14659632],0.4816916,2.6733568
MT0002739845,MT0002739845,0.56375,0.339375,Q2,Angry,Angry,MT0002739845,187,47,0.2513368983957219,3.9518716577540105,31,6.032258064516129,0.0,0.0,0.0,everything,13,that,9,apart,9,fall,8,do,8,0.7486631016042781,39,10,-1.3015218,39.936516,62.759228,15.779556,-12.561489,10.949927,25.242044,8.204489,-7.062001,8.14535,16.06231,6.55361,0.89721245,6.061246,12.160259,6.785594,-2.1153305,6.505668,5.2263575,6.662142,-2.9965205,6.3903284,6.581069,5.9139514,-1.1704532,5.7461214,0.5054714,0.27231517,0.48694235,0.24961215,0.59650576,0.28594702,0.4590254,0.20377102,0.44626167,0.2463004,0.4292568,0.22532222,0.4820395,0.2507743,0.5761173,0.28690574,0.49966875,0.24990554,0.5458555,0.26167065,0.54661524,0.26593935,0.5154638,0.2407538,3096.9723866626964,487.5468077308443,2640.4129010777347,6206.712468858843,0.06234596,21.56458001685359,0.1778768533523606,[99.38401442],0.1775025,0.04266602,1.1488031,0.40315804,10.289215,0.20498241,0.39748693,[0.14700759],0.34420526,1.2743315
MT0002761408,MT0002761408,0.50625,0.29375,Q2,Aggressive,Aggressive,MT0002761408,162,67,0.4135802469135802,3.191358024691358,20,8.1,0.0,0.0061728395061728,0.0,need,8,now,5,right,4,here,3,man,3,0.5864197530864198,28,3,10.369335,75.651596,63.346508,16.254421,-10.872023,14.648058,41.551525,12.566552,4.0636373,12.24937,4.0854144,8.747597,-5.0892267,8.520378,9.663368,9.015604,-4.9564586,8.794156,4.5359297,7.438149,-3.4256172,7.5361233,1.7883153,6.928349,-3.368259,6.345326,0.47084165,0.26528513,0.44408366,0.21608576,0.59139705,0.2962272,0.4516125,0.22793372,0.5091852,0.26270077,0.52126265,0.29652297,0.4530515,0.24156392,0.4627421,0.28307348,0.47181466,0.23009956,0.58798665,0.2683753,0.52279854,0.26738742,0.4191699,0.22062841,2967.9367468238547,465.7052487747135,2569.8224108608374,5933.664119944853,0.049650736,21.95260032936465,0.1713534612035603,[86.1328125],0.24156648,0.085766435,1.1835501,0.3696571,10.216121,0.18913561,0.43796396,[0.17339],0.45113203,2.2057948
MT0002810052,MT0002810052,0.54375,0.3125,Q2,Aggressive,Aggressive,MT0002810052,340,122,0.3588235294117647,3.9205882352941175,46,7.391304347826087,0.0117647058823529,0.0117647058823529,0.8,not,9,even,9,close,9,fingers,8,eyes,8,0.6411764705882353,33,3,15.87059,40.031734,39.144684,15.663434,-1.7768357,16.788399,35.54145,12.979593,9.754046,8.857972,12.856564,10.08377,4.6913233,8.183884,19.720873,7.966159,1.9369433,7.1769266,9.390593,7.277305,0.57218355,6.9641066,8.384404,7.1789083,-3.485301,7.165403,0.49332297,0.24669032,0.55546033,0.26698527,0.6087461,0.23722348,0.6967656,0.26192153,0.63846207,0.24060535,0.5585693,0.2433204,0.5361619,0.2534617,0.50100344,0.23402092,0.5396472,0.24483691,0.5032653,0.23478532,0.5232064,0.26089576,0.4676206,0.22638483,3635.5413718124328,502.1393519710419,2898.496614702221,7214.48137501814,0.08782965,20.92232614903647,0.2176668621807275,[83.35433468],0.21855931,0.042454485,1.2486236,0.3115904,10.303303,0.27963403,0.38049185,[0.15181555],0.39549908,1.7405066
MT0002842988,MT0002842988,0.5193749999999999,0.355625,Q2,Anger/Fear,Anger/Fear,MT0002842988,149,92,0.6174496644295302,3.523489932885906,25,5.96,0.0,0.0134228187919463,0.0,as,4,all,2,money,2,feel,2,there,2,0.3825503355704698,25,0,-27.146708,72.45806,68.01927,22.744642,-37.495136,25.243593,42.897346,16.289267,8.456793,17.18669,1.1129457,9.68681,4.6833987,7.2634683,6.9541426,8.370835,5.045416,8.491882,9.940564,9.541184,3.7279632,7.2661996,11.331261,10.240755,-2.4559216,8.341895,0.42412606,0.26377192,0.5178773,0.29821694,0.5308847,0.27435067,0.60658664,0.29317918,0.46058205,0.25396955,0.38375458,0.23779008,0.42028472,0.26168832,0.49040595,0.26650423,0.60298,0.3040912,0.49120018,0.27344796,0.47470626,0.2696629,0.41267017,0.25751063,2740.961873986485,518.948210516451,2285.257977931276,5003.178079799971,0.03382379,22.08726864439136,0.1734955495356037,[117.45383523],0.20411475,0.09185718,1.2830546,0.36106166,10.161446,0.11858584,0.54014057,[0.19978384],0.4913428,2.6345875
MT0002875103,MT0002875103,0.5462499999999999,0.264375,Q2,Aggressive,Aggressive,MT0002875103,60,40,0.6666666666666666,3.65,11,5.454545454545454,0.0,0.0,0.0,quit,4,like,2,ok,2,re,2,so,2,0.3333333333333333,11,1,-17.12791,80.08886,62.99065,30.099371,-5.2892838,10.24499,35.1034,14.044174,6.307865,9.565573,6.1072006,7.8302636,-3.8246574,8.363701,1.6520505,6.3892016,-0.2971692,6.7268257,5.9088926,6.314382,5.058881,6.6731644,4.880953,5.6171265,-7.313889,6.634296,0.41114566,0.24203701,0.47679785,0.23142299,0.6544063,0.3025174,0.5450103,0.2419336,0.49674457,0.2720114,0.43951643,0.21067998,0.5860027,0.27209896,0.5786552,0.2819001,0.4657205,0.23062545,0.494895,0.26035994,0.39125788,0.2093794,0.41484988,0.2606607,2991.0740421571645,909.5599967185416,2664.1852920560373,6007.588672933195,0.0576934,21.026528568789114,0.1662790398848684,[107.66601562],0.18756215,0.052874465,1.1851987,0.43705308,10.256373,0.1789913,0.38097173,[0.16828391],0.42336288,2.17531
MT0002889321,MT0002889321,0.50625,0.29375,Q2,Aggressive,Aggressive,MT0002889321,131,65,0.4961832061068702,4.610687022900764,21,6.238095238095238,0.0,0.0229007633587786,0.0,control,6,rule,3,power,3,this,3,fear,3,0.5038167938931297,39,4,1.803036,70.38122,71.75531,20.502258,-5.273682,12.686888,59.9681,15.375553,-6.966973,7.9906797,2.293719,8.510742,2.1245756,7.106478,11.756332,8.731767,14.471561,8.003942,6.551129,7.335006,8.682396,7.276983,3.6839285,7.1228414,-0.34266534,7.4267745,0.59325916,0.26376107,0.5557361,0.23040244,0.56379545,0.2320061,0.6408969,0.2552817,0.6089811,0.23921964,0.5513553,0.22292642,0.5908553,0.25609228,0.6137811,0.262312,0.5371957,0.215205,0.56838816,0.25603747,0.5801217,0.24451949,0.5758095,0.24313311,2698.350885074634,466.3021579980672,2448.251387718166,5294.617984169408,0.029067544,20.574225052891418,0.1367474724264706,[107.66601562],0.27485,0.10185225,1.2108867,0.4177107,10.212712,0.14819773,0.37600347,[0.24660005],0.47232935,2.9789164
